Time,HR
00:00:00,69
00:00:10,60
00:00:20,65
00:00:30,64
00:00:40,75
00:00:50,72
00:01:00,75
00:01:10,78
00:01:20,80
00:01:30,82
00:01:40,84
00:01:50,87
00:02:00,89
00:02:10,93
00:02:20,96
00:02:30,100
00:02:40,104
00:02:50,109
00:03:00,115
00:03:10,121
00:03:20,129
00:03:30,139
00:03:40,149
00:03:50,147
00:04:00,146
00:04:10,145
00:04:20,143
00:04:30,141
00:04:40,146
00:04:50,148
00:05:00,146
00:05:10,145
00:05:20,143
00:05:30,143
00:05:40,145
00:05:50,146
00:06:00,148
00:06:10,149
00:06:20,150
00:06:30,148
00:06:40,146
00:06:50,148
00:07:00,145
00:07:10,145
00:07:20,145
00:07:30,144
00:07:40,146
00:07:50,155
00:08:00,158
00:08:10,158
00:08:20,158
00:08:30,156
00:08:40,156
00:08:50,153
00:09:00,150
00:09:10,148
00:09:20,151
00:09:30,153
00:09:40,152
00:09:50,151
00:10:00,154
00:10:10,154
00:10:20,158
00:10:30,160
00:10:40,158
00:10:50,159
00:11:00,160
00:11:10,162
00:11:20,163
00:11:30,162
00:11:40,161
00:11:50,162
00:12:00,160
00:12:10,161
00:12:20,158
00:12:30,156
00:12:40,158
00:12:50,159
00:13:00,156
00:13:10,155
00:13:20,154
00:13:30,154
00:13:40,156
00:13:50,156
00:14:00,155
00:14:10,157
00:14:20,159
00:14:30,162
00:14:40,161
00:14:50,162
00:15:00,162
00:15:10,159
00:15:20,159
00:15:30,160
00:15:40,162
00:15:50,160
00:16:00,159
00:16:10,160
00:16:20,160
00:16:30,158
00:16:40,156
00:16:50,156
00:17:00,156
00:17:10,157
00:17:20,158
00:17:30,161
00:17:40,162
00:17:50,161
00:18:00,160
00:18:10,159
00:18:20,158
00:18:30,158
00:18:40,158
00:18:50,158
00:19:00,158
00:19:10,160
00:19:20,160
00:19:30,160
00:19:40,159
00:19:50,161
00:20:00,159
00:20:10,159
00:20:20,157
00:20:30,158
00:20:40,158
00:20:50,157
00:21:00,158
00:21:10,157
00:21:20,156
00:21:30,156
00:21:40,154
00:21:50,154
00:22:00,156
00:22:10,155
00:22:20,153
00:22:30,155
00:22:40,155
00:22:50,154
00:23:00,155
00:23:10,156
00:23:20,157
00:23:30,158
00:23:40,159
00:23:50,158
00:24:00,158
00:24:10,156
00:24:20,157
00:24:30,157
00:24:40,155
00:24:50,147
00:25:00,140
00:25:10,144
00:25:20,148
00:25:30,147
00:25:40,146
00:25:50,147
00:26:00,150
00:26:10,147
00:26:20,148
00:26:30,147
00:26:40,149
00:26:50,150
00:27:00,157
00:27:10,159
00:27:20,157
00:27:30,158
00:27:40,156
00:27:50,157
00:28:00,157
00:28:10,157
00:28:20,157
00:28:30,155
00:28:40,156
00:28:50,157
00:29:00,157
00:29:10,158
00:29:20,158
00:29:30,160
00:29:40,162
00:29:50,160
00:30:00,162
00:30:10,163
00:30:20,163
00:30:30,161
00:30:40,162
00:30:50,161
00:31:00,158
00:31:10,158
00:31:20,158
00:31:30,160
00:31:40,162
00:31:50,163
00:32:00,165
00:32:10,166
00:32:20,165
00:32:30,163
00:32:40,163
00:32:50,161
00:33:00,161
00:33:10,159
00:33:20,159
00:33:30,159
00:33:40,159
00:33:50,159
00:34:00,160
00:34:10,161
00:34:20,165
00:34:30,167
00:34:40,165
00:34:50,164
00:35:00,163
00:35:10,163
00:35:20,164
00:35:30,164
00:35:40,166
00:35:50,168
00:36:00,168
00:36:10,168
00:36:20,168
00:36:30,167
00:36:40,166
00:36:50,167
00:37:00,168
00:37:10,167
00:37:20,167
00:37:30,165
00:37:40,164
00:37:50,164
00:38:00,163
00:38:10,163
00:38:20,161
00:38:30,161
00:38:40,161
00:38:50,163
00:39:00,163
00:39:10,163
00:39:20,164
00:39:30,163
00:39:40,164
00:39:50,164
00:40:00,162
00:40:10,162
00:40:20,163
00:40:30,166
00:40:40,168
00:40:50,168
00:41:00,166
00:41:10,168
00:41:20,167
00:41:30,167
00:41:40,166
00:41:50,165
00:42:00,166
00:42:10,166
00:42:20,166
00:42:30,166
00:42:40,164
00:42:50,162
00:43:00,162
00:43:10,162
00:43:20,163
00:43:30,165
00:43:40,165
00:43:50,165
00:44:00,163
00:44:10,159
00:44:20,156
00:44:30,153
00:44:40,149
00:44:50,150
00:45:00,154
00:45:10,158
00:45:20,161
00:45:30,162
00:45:40,163
00:45:50,165
00:46:00,167
00:46:10,169
00:46:20,171
00:46:30,172
00:46:40,172
00:46:50,172
00:47:00,171
00:47:10,171
00:47:20,170
00:47:30,170
00:47:40,170
00:47:50,170
00:48:00,170
00:48:10,171
00:48:20,170
00:48:30,171
00:48:40,170
00:48:50,169
00:49:00,169
00:49:10,166
00:49:20,163
00:49:30,159
00:49:40,143
00:49:50,124
00:50:00,118
00:50:10,111
00:50:20,116
00:50:30,118
00:50:40,119
00:50:50,115
00:51:00,116
00:51:10,117
00:51:20,113
00:51:30,105
00:51:40,108
00:51:50,110
00:52:00,99
00:52:10,105
00:52:20,110
00:52:30,109
00:52:40,105
00:52:50,79
00:53:00,85
00:53:10,84
00:53:20,94
00:53:30,97
00:53:40,93
00:53:50,88
00:54:00,93
00:54:10,94
00:54:20,97
00:54:30,100
00:54:40,108
00:54:50,97
00:55:00,87
00:55:10,101
00:55:20,115
00:55:30,108
00:55:40,106
00:55:50,108
00:56:00,106
00:56:10,98
00:56:20,110
00:56:30,111
00:56:40,110
00:56:50,64
00:57:00,76
00:57:10,77
00:57:20,112
00:57:30,113
00:57:40,104
00:57:50,110
00:58:00,112
00:58:10,98
00:58:20,96
00:58:30,94
00:58:40,109
00:58:50,113
00:59:00,111
00:59:10,111
00:59:20,111
